"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"SI","2024-09-15","94.1","1.86","6.12","Sánchez, Cristopher",607043,650911,"single","hit_into_play",,,,,5,"Brandon Nimmo singles on a ground ball to second baseman Buddy Kennedy, deflected by first baseman Bryce Harper.","R","L","L","PHI","NYM","X",3,"ground_ball",0,0,2024,"1.59","0.61","-0.21","2.5",,,,0,7,"Top",162.09,152.71,,,592663,,,-9.023006768313289,-136.66400830105914,-5.115272640536393,21.850759467724888,28.961896066641934,-23.531628239863974,"3.51","1.71",11,"95.7",-13,"95.7",2109,"7.2",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.28",0.191,0.197,"0.9",1,1,0,2,43,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",120,"-0.059","0.403","73.74045","7.66998"
"CH","2024-09-15","85.7","2.05","6.06","Sánchez, Cristopher",624413,650911,"field_out","hit_into_play",,,,,6,"Pete Alonso grounds out, shortstop Trea Turner to first baseman Bryce Harper.","R","R","L","PHI","NYM","X",6,"ground_ball",1,2,2024,"1.38","0.17","0.75","2.49",,,,2,6,"Top",104.63,141.52,,,592663,,,-5.962582169050963,-124.78813450943714,-2.626201351213212,15.640637603866894,21.35947309386384,-30.133099920075956,"3.45","1.62",12,"100.6",-12,"87.7",2123,"7.2",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.34",0.229,0.191,"0",1,0,0,2,38,4,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",106,"0.016","-0.069","74.14729","7.5469"
"SI","2024-09-15","95.5","1.81","6.2","Sánchez, Cristopher",624413,650911,,"ball",,,,,12,"Pete Alonso grounds out, shortstop Trea Turner to first baseman Bryce Harper.","R","R","L","PHI","NYM","B",,,0,2,2024,"1.45","0.53","0.2","3.89",,,,2,6,"Top",,,,,592663,,,-7.61208514649227,-138.9560347340138,-1.689589593443396,20.511134256352324,30.527980844985283,-25.076884496730987,"3.42","1.61",,,,"96.9",2084,"7.1",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.43",,,,,,,,38,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",125,"0","0.009",,
"SL","2024-09-15","85.4","1.8","6.17","Sánchez, Cristopher",624413,650911,,"called_strike",,,,,3,"Pete Alonso grounds out, shortstop Trea Turner to first baseman Bryce Harper.","R","R","L","PHI","NYM","S",,,0,1,2024,"-0.06","-0.33","0.58","2.99",,,,2,6,"Top",,,,,592663,,,-2.8039335552513247,-124.49227953245513,-0.5741928314075345,-0.061225400821214276,24.066938642417544,-35.69760461126415,"3.42","1.61",,,,"86.6",1973,"6.9",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.63",,,,,,,,38,2,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",322,"0","-0.022",,
"SI","2024-09-15","95.5","1.91","6.06","Sánchez, Cristopher",624413,650911,,"foul",,,,,8,"Pete Alonso grounds out, shortstop Trea Turner to first baseman Bryce Harper.","R","R","L","PHI","NYM","S",,,0,0,2024,"1.66","0.52","-0.13","2.02",,,,2,6,"Top",,,,,592663,,,-9.263945486555718,-138.70960841128897,-6.264645381930021,23.541553108964752,29.87946500286402,-24.250335770182794,"3.45","1.62",232,"81.3",47,"97",2050,"7.1",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.37",,,,,,,,38,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",121,"0","-0.016","74.94665","6.58081"
"SL","2024-09-15","85.2","1.73","6.14","Sánchez, Cristopher",668901,650911,"strikeout","swinging_strike",,,,,13,"Mark Vientos strikes out swinging.","R","R","L","PHI","NYM","S",2,,1,2,2024,"-0.23","-0.32","-1.4","1.15",,,,1,6,"Top",,,,,592663,,,-6.969919306116385,-123.98053608486646,-4.867421973011871,-1.122683366640563,23.076629766102837,-34.810414829003086,"3.52","1.62",,,,"86.6",2123,"7",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.48",,0,"0",1,0,0,,37,5,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",319,"0.025","-0.115","67.56131","7.26162"
"CH","2024-09-15","85.3","2.05","6.02","Sánchez, Cristopher",668901,650911,,"ball",,,,,13,"Mark Vientos strikes out swinging.","R","R","L","PHI","NYM","B",,,0,2,2024,"1.6","0.19","-0.4","1.13",,,,1,6,"Top",,,,,592663,,,-9.105909304251538,-123.82474465890924,-5.658105706784538,18.229741069691055,23.5497809384118,-29.27178457572788,"3.69","1.71",,,,"86.5",2081,"7.1",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.4",,,,,,,,37,4,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",105,"0","0.013",,
"SI","2024-09-15","95.7","1.84","6.12","Sánchez, Cristopher",668901,650911,,"foul",,,,,8,"Mark Vientos strikes out swinging.","R","R","L","PHI","NYM","S",,,0,2,2024,"1.57","0.35","0.13","2.16",,,,1,6,"Top",,,,,592663,,,-8.13864755533759,-139.16225504672283,-5.747724918298462,22.147743680875127,28.079476275201166,-26.5277818912224,"3.52","1.62",287,"87",35,"97.1",2092,"6.9",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.58",,,,,,,,37,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",121,"0","0","75.46079","7.00828"
"CH","2024-09-15","85.6","2.08","6","Sánchez, Cristopher",668901,650911,,"swinging_strike",,,,,14,"Mark Vientos strikes out swinging.","R","R","L","PHI","NYM","S",,,0,1,2024,"1.54","-0.06","1.05","1.32",,,,1,6,"Top",,,,,592663,,,-5.636249660864406,-124.56781531478585,-4.776635138995564,17.17638720267504,22.6600205547669,-32.11795482526372,"3.52","1.62",,,,"87.3",1923,"7.2",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.34",,,,,,,,37,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",102,"0","-0.036","72.76865","8.79869"
"CH","2024-09-15","83.3","2.1","5.98","Sánchez, Cristopher",668901,650911,,"called_strike",,,,,7,"Mark Vientos strikes out swinging.","R","R","L","PHI","NYM","S",,,0,0,2024,"1.4","-0.24","-0.48","2.19",,,,1,6,"Top",,,,,592663,,,-8.822029241860772,-121.10825560788537,-1.866758994113943,15.42768749873189,20.575463145095195,-34.46523770457046,"3.64","1.66",,,,"84.9",1707,"7.1",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.39",,,,,,,,37,1,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",100,"0","-0.023",,
"SI","2024-09-15","95.1","1.88","6.13","Sánchez, Cristopher",682668,650911,"field_out","hit_into_play",,,,,8,"Luisangel Acuña lines out to right fielder Nick Castellanos.","R","R","L","PHI","NYM","X",9,"line_drive",0,0,2024,"1.43","0.6","0.08","1.7",,,,0,6,"Top",195.25,88.89,,,592663,,,-8.036502313095525,-138.13269730517828,-7.413345495595147,20.05701184787811,28.6055823683705,-23.094241202938715,"3.26","1.48",322,"96.3",21,"96.5",1988,"7",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.45",0.303,0.333,"0",1,0,0,3,36,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",118,"0.033","-0.228","75.61544","7.70864"
"SI","2024-09-15","94.3","1.87","6.11","Sánchez, Cristopher",664056,650911,"force_out","hit_into_play",,,,,5,"Harrison Bader grounds into a force out, shortstop Trea Turner to second baseman Buddy Kennedy.   Luis Torrens out at 2nd.","R","R","L","PHI","NYM","X",6,"ground_ball",0,0,2024,"1.42","0.46","0.24","2.54",,,620443,2,5,"Top",111.19,149.66,,,592663,,,-7.497028119402076,-137.24571691189138,-4.726685187118598,19.607349233576905,27.80727669996925,-25.465026589542738,"3.07","1.43",15,"103.5",-9,"95.8",2085,"7",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.54",0.314,0.331,"0",1,0,0,2,32,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",119,"0.031","-0.228","63.39158","6.70568"
"SL","2024-09-15","85.1","1.95","6.16","Sánchez, Cristopher",621438,650911,"field_out","hit_into_play",,,,,6,"Tyrone Taylor flies out to right fielder Nick Castellanos.","R","R","L","PHI","NYM","X",9,"fly_ball",0,1,2024,"-0.1","-0.21","0.67","2.49",,,620443,1,5,"Top",204.56,94.89,,,592663,,,-2.842211479377191,-123.98637625470668,-1.9644261619157328,-0.5024207040081713,22.038536196548822,-34.165336500932575,"3.37","1.59",322,"97.2",30,"86.6",2031,"6.9",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.6",0.297,0.561,"0",1,0,0,5,31,2,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",313,"0.037","-0.253","71.75328","7.27777"
"CH","2024-09-15","84.9","1.95","6.02","Sánchez, Cristopher",621438,650911,,"called_strike",,,,,8,"Tyrone Taylor flies out to right fielder Nick Castellanos.","R","R","L","PHI","NYM","S",,,0,0,2024,"1.64","0.08","-0.1","1.7",,,620443,1,5,"Top",,,,,592663,,,-8.193665210353961,-123.42026005824891,-3.9821060903178784,18.419707503976163,23.803338591795665,-30.795453142216395,"3.38","1.67",,,,"85.9",1874,"6.9",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.56",,,,,,,,31,1,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",107,"0","-0.047",,
"SI","2024-09-15","94.7","1.73","6.12","Sánchez, Cristopher",620443,650911,"walk","ball",,,,,13,"Luis Torrens walks.","R","R","L","PHI","NYM","B",,,3,2,2024,"1.55","0.49","-1.38","1.72",,,,1,5,"Top",,,,,592663,,,-11.729386817027457,-137.3338974819491,-6.972564460788226,22.20481431748797,29.790366271829427,-24.543737749915444,"3.36","1.55",,,,"95.9",2028,"7.1",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.36",,0.689131,"0.7",1,0,0,,30,6,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",117,"-0.033","0.22",,
"CH","2024-09-15","85.8","2.08","5.97","Sánchez, Cristopher",620443,650911,,"ball",,,,,14,"Luis Torrens walks.","R","R","L","PHI","NYM","B",,,2,2,2024,"1.67","0.29","0.01","0.83",,,,1,5,"Top",,,,,592663,,,-8.395390772331458,-124.7024033065535,-6.615076696122964,19.09472959996979,22.054696212976534,-28.118204574789523,"3.29","1.45",,,,"87.5",2184,"7.1",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.36",,,,,,,,30,5,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",113,"0","0.068",,
"SL","2024-09-15","83.7","1.84","6.14","Sánchez, Cristopher",620443,650911,,"foul",,,,,7,"Luis Torrens walks.","R","R","L","PHI","NYM","S",,,2,1,2024,"-0.06","-0.29","-0.4","1.58",,,,1,5,"Top",,,,,592663,,,-5.087809698664408,-121.84336477633437,-3.6319021458014813,0.245420489294322,21.196915556120338,-34.66168192731338,"3.37","1.5",4,"101.3",-21,"84.8",1931,"6.7",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.8",,,,,,,,30,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",322,"0","-0.049","86.09692","7.94737"
"SI","2024-09-15","94.2","1.83","6.14","Sánchez, Cristopher",620443,650911,,"ball",,,,,11,"Luis Torrens walks.","R","R","L","PHI","NYM","B",,,1,1,2024,"1.43","0.69","-0.6","4.01",,,578428,0,5,"Top",,,,,592663,,,-9.589392507995457,-136.93734376197642,-1.4354524273035798,20.08903141578006,26.943791748439022,-23.33467462613393,"3.48","1.57",,,,"95.5",1970,"6.8",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.66",,,,,,,,30,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",117,"0.077","0.065",,
"CH","2024-09-15","84.7","2.09","5.95","Sánchez, Cristopher",620443,650911,,"ball",,,,,14,"Luis Torrens walks.","R","R","L","PHI","NYM","B",,,0,1,2024,"1.51","-0.2","1.19","2.21",,,578428,0,5,"Top",,,,,592663,,,-5.189538000984904,-123.3764924861944,-2.0491601749895993,16.433391764906094,23.354583371156536,-34.01468916037273,"3.36","1.45",,,,"86.1",1670,"7",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.46",,,,,,,,30,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",97,"0","0.052",,
"CH","2024-09-15","84.4","1.96","6.1","Sánchez, Cristopher",620443,650911,,"called_strike",,,,,6,"Luis Torrens walks.","R","R","L","PHI","NYM","S",,,0,0,2024,"1.49","-0.03","0.44","2.74",,,578428,0,5,"Top",,,,,592663,,,-6.565812304779119,-122.84952870519913,-1.4383979179313384,16.385703867619558,22.897317830035554,-32.42883428715918,"3.46","1.52",,,,"85.4",1884,"6.8",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.74",,,,,,,,30,1,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",104,"0","-0.063",,
"SI","2024-09-15","95.6","1.8","6.15","Sánchez, Cristopher",578428,650911,"single","hit_into_play",,,,,1,"Jose Iglesias singles on a line drive to right fielder Nick Castellanos.","R","R","L","PHI","NYM","X",9,"line_drive",0,2,2024,"1.56","0.6","-0.34","2.71",,,,0,5,"Top",172.02,101.1,,,592663,,,-9.233215293222443,-139.00746809897115,-4.876322086235077,22.220965271439496,28.964971562736373,-23.49475753359983,"3.18","1.41",243,"81.1",20,"96.6",1983,"6.8",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.73",0.883,0.831,"0.9",1,1,0,4,29,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",122,"-0.047","0.484","69.17855","5.74178"
"SL","2024-09-15","85.7","1.93","6.11","Sánchez, Cristopher",578428,650911,,"foul",,,,,13,"Jose Iglesias singles on a line drive to right fielder Nick Castellanos.","R","R","L","PHI","NYM","S",,,0,2,2024,"0.08","-0.32","-0.72","1.05",,,,0,5,"Top",,,,,592663,,,-6.465472902272211,-124.64495085225306,-5.082964614202926,2.070394093529409,24.682038975754544,-34.67790051657653,"3.18","1.41",320,"89.8",26,"86.3",2155,"6.7",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.81",,,,,,,,29,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",322,"0","0","67.89618","7.64955"
"CH","2024-09-15","84.9","2.11","6.03","Sánchez, Cristopher",578428,650911,,"foul",,,,,14,"Jose Iglesias singles on a line drive to right fielder Nick Castellanos.","R","R","L","PHI","NYM","S",,,0,1,2024,"1.81","0.16","1.25","2.03",,,,0,5,"Top",,,,,592663,,,-5.715172843345657,-123.50125619839937,-3.378252688361286,19.6371858047583,24.74282608552935,-30.03370458983396,"3.18","1.41",1,"37.1",-63,"86",2000,"7",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.49",,,,,,,,29,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",104,"0","-0.049","69.35297","7.62962"
"SI","2024-09-15","94.3","1.76","6.18","Sánchez, Cristopher",578428,650911,,"called_strike",,,,,1,"Jose Iglesias singles on a line drive to right fielder Nick Castellanos.","R","R","L","PHI","NYM","S",,,0,0,2024,"1.5","0.59","-0.3","3.19",,,,0,5,"Top",,,,,592663,,,-8.744569151678261,-137.08307718070785,-3.426672353229587,20.7795750330251,29.099865184545646,-24.186603119522626,"3.21","1.48",,,,"95.3",2065,"6.8",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.68",,,,,,,,29,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",118,"0","-0.033",,
"CH","2024-09-15","85.6","1.89","6.09","Sánchez, Cristopher",502110,650911,"field_out","hit_into_play",,,,,8,"J.D. Martinez flies out sharply to center fielder Johan Rojas.","R","R","L","PHI","NYM","X",8,"fly_ball",0,0,2024,"1.7","0.28","-0.09","2.05",,624413,,2,4,"Top",143.78,45.95,,,592663,,,-8.241045447198028,-124.33664420937124,-3.8542846716958223,19.335040372479764,24.80511812363526,-28.67065150866372,"3.64","1.72",381,"101.3",25,"86.8",2117,"7.1",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.38",0.614,1.021,"0",1,0,0,6,24,1,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",110,"0.041","-0.334","72.56003","8.4018"
"SI","2024-09-15","95.5","1.78","6.2","Sánchez, Cristopher",607043,650911,"field_out","hit_into_play",,,,,4,"Brandon Nimmo grounds out, shortstop Trea Turner to first baseman Bryce Harper.   Pete Alonso to 2nd.","R","L","L","PHI","NYM","X",6,"ground_ball",0,2,2024,"1.52","0.64","-0.54","2.31",,,624413,1,4,"Top",112.84,156.79,,,592663,,,-9.65297229320755,-138.69357437062038,-6.136582675278589,21.70774906731023,29.0729654252096,-22.71232883731152,"3.51","1.71",3,"89.3",-39,"96.9",2041,"7",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.46",0.071,0.07,"0",1,0,0,2,23,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",121,"0.021","-0.261","67.43083","6.89025"
"CH","2024-09-15","85","2.14","6.06","Sánchez, Cristopher",607043,650911,,"swinging_strike",,,,,9,"Brandon Nimmo grounds out, shortstop Trea Turner to first baseman Bryce Harper.   Pete Alonso to 2nd.","R","L","L","PHI","NYM","S",,,0,1,2024,"1.51","0.14","0.63","1.76",,,624413,1,4,"Top",,,,,592663,,,-6.6637376027753366,-123.59148044012689,-4.0945853359770235,16.78590763904121,23.046919443931113,-30.197376458965827,"3.51","1.71",,,,"86.5",2028,"7.1",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.37",,,,,,,,23,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",108,"0","-0.061","76.22995","8.29636"
"SI","2024-09-15","94.7","1.89","6.14","Sánchez, Cristopher",607043,650911,,"called_strike",,,,,8,"Brandon Nimmo grounds out, shortstop Trea Turner to first baseman Bryce Harper.   Pete Alonso to 2nd.","R","L","L","PHI","NYM","S",,,0,0,2024,"1.62","0.5","0.19","2.12",,,624413,1,4,"Top",,,,,592663,,,-8.180573716134408,-137.66571025008767,-6.026088330402916,22.433708955589736,29.056126831059593,-24.72680826135658,"3.53","1.7",,,,"96.4",2113,"7.2",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.32",,,,,,,,23,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",119,"0","-0.047",,
"SI","2024-09-15","94.7","1.84","6.14","Sánchez, Cristopher",624413,650911,"single","hit_into_play",,,,,2,"Pete Alonso singles on a ground ball to left fielder Weston Wilson.","R","R","L","PHI","NYM","X",7,"ground_ball",2,1,2024,"1.67","0.73","-0.01","3.03",,,,1,4,"Top",80.55,103.85,,,592663,,,-8.728346387608623,-137.54605862663954,-4.0937931738879225,23.113680788888,31.89161186781274,-22.18105088398905,"3.45","1.62",42,"109",-2,"96.2",2179,"7.3",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.16",0.463,0.417,"0.9",1,1,0,4,22,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",123,"-0.03","0.237","75.91631","6.82743"
"SI","2024-09-15","94","1.85","6.15","Sánchez, Cristopher",624413,650911,,"foul",,,,,8,"Pete Alonso singles on a ground ball to left fielder Weston Wilson.","R","R","L","PHI","NYM","S",,,2,0,2024,"1.55","0.59","0.24","2.07",,,,1,4,"Top",,,,,592663,,,-7.749463479714558,-136.53144441917325,-6.23059776971664,21.100275702543286,30.022727728115832,-23.589978678362343,"3.45","1.62",206,"78.6",55,"95.4",2074,"7.2",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.29",,,,,,,,22,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",120,"0","-0.041","72.79129","7.00665"
"CH","2024-09-15","84.6","2.03","6.15","Sánchez, Cristopher",624413,650911,,"ball",,,,,3,"Pete Alonso singles on a ground ball to left fielder Weston Wilson.","R","R","L","PHI","NYM","B",,,1,0,2024,"1.9","-0.1","0.75","3.09",,,,1,4,"Top",,,,,592663,,,-6.866539213408988,-122.93474107762498,-0.4733693627371943,20.602803031438178,27.187966945157832,-33.34629904851102,"3.46","1.53",,,,"85.2",1893,"7",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.49",,,,,,,,22,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",107,"0","0.046",,
"SI","2024-09-15","95","1.8","6.07","Sánchez, Cristopher",624413,650911,,"ball",,,,,13,"Pete Alonso singles on a ground ball to left fielder Weston Wilson.","R","R","L","PHI","NYM","B",,,0,0,2024,"1.68","0.71","-1.23","1.51",,,,1,4,"Top",,,,,592663,,,-11.917476441527695,-137.739196437811,-8.01031311295285,24.040096907869177,28.95084136491779,-21.450565273570692,"3.48","1.67",,,,"96.8",2086,"7.4",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.12",,,,,,,,22,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",120,"0","0.025",,
"CH","2024-09-15","86.4","2.09","6.04","Sánchez, Cristopher",668901,650911,"strikeout","swinging_strike",,,,,14,"Mark Vientos strikes out swinging.","R","R","L","PHI","NYM","S",2,,1,2,2024,"1.55","0.17","0.57","1.38",,,,0,4,"Top",,,,,592663,,,-6.884620808910518,-125.6986168419032,-5.342065136270125,17.805762455410886,24.194901250546895,-29.481970144912477,"3.52","1.62",,,,"88",2227,"7.2",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.32",,0,"0",1,0,0,,21,5,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",110,"0.027","-0.167","73.41347","8.46607"
"CH","2024-09-15","85.1","2.12","6.09","Sánchez, Cristopher",668901,650911,,"foul",,,,,14,"Mark Vientos strikes out swinging.","R","R","L","PHI","NYM","S",,,1,2,2024,"1.45","-0.04","1.34","1.71",,,,0,4,"Top",,,,,592663,,,-4.810434763499937,-123.79602911805696,-3.8744866042244306,15.884684939789905,25.47248109542462,-32.02326985864762,"3.52","1.62",,,,"86",1917,"6.9",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.57",,,,,,,,21,4,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",105,"0","0","68.56015","8.0645"
"SL","2024-09-15","86","1.84","6.21","Sánchez, Cristopher",668901,650911,,"ball",,,,,13,"Mark Vientos strikes out swinging.","R","R","L","PHI","NYM","B",,,0,2,2024,"-0.11","-0.28","-2.06","1.41",,,,0,4,"Top",,,,,592663,,,-9.105534814496677,-124.92547610784074,-4.545849795700611,0.7469207052720073,26.61244642067556,-34.33434484067014,"3.53","1.62",,,,"86.7",2067,"7",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.54",,,,,,,,21,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",327,"0","0.021",,
"CH","2024-09-15","85.2","2.11","5.98","Sánchez, Cristopher",668901,650911,,"swinging_strike",,,,,14,"Mark Vientos strikes out swinging.","R","R","L","PHI","NYM","S",,,0,1,2024,"1.73","0.02","1.01","1.77",,,,0,4,"Top",,,,,592663,,,-6.167283711747574,-123.92882468006,-3.6437784541406817,19.10668755319634,25.215995580237863,-31.442310315158412,"3.52","1.62",,,,"86.3",1979,"7",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.47",,,,,,,,21,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",108,"0","-0.049","74.05463","8.23345"
"SI","2024-09-15","95","1.8","6.14","Sánchez, Cristopher",668901,650911,,"called_strike",,,,,4,"Mark Vientos strikes out swinging.","R","R","L","PHI","NYM","S",,,0,0,2024,"1.47","0.78","-0.49","2.4",,,,0,4,"Top",,,,,592663,,,-9.442895042257136,-137.96135351290758,-5.9660769729379375,20.893185398475985,29.767374111818754,-21.102570672406458,"3.56","1.65",,,,"96.5",2064,"7.2",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.31",,,,,,,,21,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",121,"0","-0.033",,
"CH","2024-09-15","87","2.15","6.07","Sánchez, Cristopher",682668,650911,"field_out","hit_into_play",,,,,12,"Luisangel Acuña grounds out, shortstop Trea Turner to first baseman Bryce Harper.","R","R","L","PHI","NYM","X",6,"ground_ball",0,2,2024,"1.67","0.09","0.93","2.61",,,,2,3,"Top",108.46,149.66,,,592663,,,-6.4474643405722585,-126.62039661853032,-2.3634530331101296,19.276947039959865,25.389949132731388,-30.91173505775291,"3.26","1.48",19,"84",-6,"88.3",1966,"7",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.46",0.154,0.168,"0",1,0,0,2,17,3,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",106,"0.011","-0.061","71.10352","7.94234"
"CH","2024-09-15","86.3","1.98","6.08","Sánchez, Cristopher",682668,650911,,"swinging_strike",,,,,8,"Luisangel Acuña grounds out, shortstop Trea Turner to first baseman Bryce Harper.","R","R","L","PHI","NYM","S",,,0,1,2024,"1.52","0.04","-0.24","1.95",,,,2,3,"Top",,,,,592663,,,-8.511262502844565,-125.3381324479845,-3.7183925662677053,17.726961609842846,24.546489726498724,-31.15995458107729,"3.26","1.48",,,,"87.6",1991,"7.1",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.37",,,,,,,,17,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",103,"0","-0.022","76.63476","8.07773"
"SI","2024-09-15","94.3","1.89","6.13","Sánchez, Cristopher",682668,650911,,"called_strike",,,,,5,"Luisangel Acuña grounds out, shortstop Trea Turner to first baseman Bryce Harper.","R","R","L","PHI","NYM","S",,,0,0,2024,"1.75","0.53","0.11","2.46",,,,2,3,"Top",,,,,592663,,,-8.640058675372842,-137.10546083041186,-5.105962425508178,23.990093712290758,29.00679675496415,-24.52597303119867,"3.26","1.57",,,,"95.7",2046,"7.1",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.45",,,,,,,,17,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",122,"0","-0.016",,
"SI","2024-09-15","94.7","1.87","6.21","Sánchez, Cristopher",664056,650911,"field_out","hit_into_play",,,,,3,"Harrison Bader flies out to left fielder Weston Wilson.","R","R","L","PHI","NYM","X",7,"fly_ball",0,1,2024,"1.78","0.47","0.51","2.82",,,,1,3,"Top",93.16,95.35,,,592663,,,-7.64995308939012,-137.61833484627118,-4.259448054433794,24.272199650905637,31.440053820100804,-25.44241568176822,"3.07","1.43",271,"78.3",36,"95.9",2111,"7.1",745530,650911,592663,547180,671083,664761,607208,642215,679032,592206,"53.35",0.066,0.081,"0",1,0,0,3,16,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",120,"0.018","-0.138","76.22971","7.36302"
