"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"SI","2024-06-23","95","1.78","6.38","Sánchez, Cristopher",572233,650911,"field_out","hit_into_play",,,,,7,"Christian Walker grounds out, third baseman Alec Bohm to first baseman Bryce Harper.","R","R","L","PHI","AZ","X",5,"ground_ball",0,2,2024,"1.38","0.5","-0.57","1.9",,,,2,4,"Top",96.66,165.95,,,596117,,,-9.372781842862981,-137.86846762240705,-7.275120498342377,19.691638803686875,29.83914849477252,-24.360671924999885,"3.47","1.56",3,"103.6",-32,"96.2",2183,"7.1",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.42",0.1,0.087,"0",1,0,0,2,27,3,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",124,"0.013","-0.061","74.03659","6.83294"
"SL","2024-06-23","84.5","1.92","6.32","Sánchez, Cristopher",572233,650911,,"foul",,,,,6,"Christian Walker grounds out, third baseman Alec Bohm to first baseman Bryce Harper.","R","R","L","PHI","AZ","S",,,0,1,2024,"-0.14","-0.19","0.55","2.65",,,,2,4,"Top",,,,,596117,,,-2.9570687727896923,-123.14021026851364,-1.8839205129645424,-0.8466190742289895,22.373536025604455,-33.98699108734151,"3.47","1.56",201,"70.5",27,"85.7",2009,"6.8",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.69",,,,,,,,27,2,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",310,"0","-0.022","80.57733","7.63036"
"SI","2024-06-23","94.2","1.8","6.29","Sánchez, Cristopher",572233,650911,,"called_strike",,,,,8,"Christian Walker grounds out, third baseman Alec Bohm to first baseman Bryce Harper.","R","R","L","PHI","AZ","S",,,0,0,2024,"1.35","0.62","0.03","1.46",,,,2,4,"Top",,,,,596117,,,-7.707460793864461,-136.8567284947336,-8.32943939023367,18.697791411842868,27.985283906471565,-22.760817886492987,"3.44","1.51",,,,"95.6",2199,"7",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.48",,,,,,,,27,1,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",122,"0","-0.016",,
"CH","2024-06-23","84.3","1.95","6.24","Sánchez, Cristopher",666971,650911,"grounded_into_double_play","hit_into_play",,,,,14,"Lourdes Gurriel Jr.  grounds into a double play, shortstop Trea Turner to second baseman Bryson Stott to first baseman Bryce Harper.   Blaze Alexander out at 2nd.    Lourdes Gurriel Jr.  out at 1st.","R","R","L","PHI","AZ","X",6,"ground_ball",2,2,2024,"1.47","0.1","0.83","1.44",,,677942,0,4,"Top",114.95,153.73,,,596117,,,-5.6123390517093386,-122.586696957954,-5.060837523952031,15.959786890938004,23.29996005893058,-30.397066574449834,"3.66","1.7",13,"101.7",-6,"85.5",2058,"7",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.46",0.266,0.236,"0",1,0,0,2,26,5,"Changeup",1,0,0,1,0,1,0,1,"Standard","Standard",111,"0.095","-0.51","69.21996","7.97317"
"SI","2024-06-23","92.2","1.9","6.38","Sánchez, Cristopher",666971,650911,,"foul",,,,,6,"Lourdes Gurriel Jr.  grounds into a double play, shortstop Trea Turner to second baseman Bryson Stott to first baseman Bryce Harper.   Blaze Alexander out at 2nd.    Lourdes Gurriel Jr.  out at 1st.","R","R","L","PHI","AZ","S",,,2,1,2024,"1.32","0.74","0.72","2.62",,,677942,0,4,"Top",,,,,596117,,,-5.962873111932947,-134.07437409054415,-5.429009488498677,17.23835562717193,28.09235126566662,-22.291375069584543,"3.66","1.7",87,"72.6",7,"93.6",2182,"7.1",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.41",,,,,,,,26,4,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",122,"0","-0.072","63.79481","6.48853"
"SI","2024-06-23","92.6","1.77","6.3","Sánchez, Cristopher",666971,650911,,"blocked_ball",,,,,13,"Lourdes Gurriel Jr.  grounds into a double play, shortstop Trea Turner to second baseman Bryson Stott to first baseman Bryce Harper.   Blaze Alexander out at 2nd.    Lourdes Gurriel Jr.  out at 1st.","R","R","L","PHI","AZ","B",,,1,1,2024,"1.51","0.71","-1.28","0.72",,,677942,0,4,"Top",,,,,596117,,,-11.213384882117616,-134.10804253763052,-10.010997687093312,20.729309407145887,30.41605385580872,-21.459042455313824,"3.74","1.73",,,,"93.3",2125,"7.1",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.41",,,,,,,,26,3,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",118,"0","0.065",,
"CH","2024-06-23","84","2","6.29","Sánchez, Cristopher",666971,650911,,"ball",,,,,12,"Lourdes Gurriel Jr.  grounds into a double play, shortstop Trea Turner to second baseman Bryson Stott to first baseman Bryce Harper.   Blaze Alexander out at 2nd.    Lourdes Gurriel Jr.  out at 1st.","R","R","L","PHI","AZ","B",,,0,1,2024,"1.42","0.12","1","3.28",,,677942,0,4,"Top",,,,,596117,,,-5.190930958623269,-122.22572872009115,-0.807583069460171,15.264747255251066,25.13979224343551,-31.015827866584235,"3.79","1.73",,,,"84.9",2027,"7",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.51",,,,,,,,26,2,"Changeup",1,0,0,1,0,1,0,1,"Standard","Standard",108,"0","0.052",,
"SL","2024-06-23","83.2","1.86","6.33","Sánchez, Cristopher",666971,650911,,"called_strike",,,,,7,"Lourdes Gurriel Jr.  grounds into a double play, shortstop Trea Turner to second baseman Bryson Stott to first baseman Bryce Harper.   Blaze Alexander out at 2nd.    Lourdes Gurriel Jr.  out at 1st.","R","R","L","PHI","AZ","S",,,0,0,2024,"-0.09","0","-0.71","2.3",,,677942,0,4,"Top",,,,,596117,,,-5.791030713928356,-121.09643813307677,-2.781821779295993,0.3175991521008097,24.635662329337826,-31.787430523971054,"3.72","1.76",,,,"84",1989,"6.9",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.6",,,,,,,,26,1,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",306,"0","-0.063",,
"SI","2024-06-23","93.5","1.93","6.4","Sánchez, Cristopher",677942,650911,"single","hit_into_play",,,,,5,"Blaze Alexander singles on a sharp line drive to center fielder Brandon Marsh.","R","R","L","PHI","AZ","X",8,"line_drive",2,0,2024,"1.38","0.64","-0.04","2.21",,,,0,4,"Top",113.1,78.07,,,596117,,,-8.215362987546952,-135.9096253974919,-6.551943385999547,18.919669376174856,28.397457121774803,-22.938533509011766,"3.21","1.53",199,"106.9",10,"94.6",2104,"6.9",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.63",0.834,0.845,"0.9",1,1,0,4,25,3,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",125,"-0.047","0.306","74.04376","7.30716"
"SI","2024-06-23","93.2","1.83","6.31","Sánchez, Cristopher",677942,650911,,"ball",,,,,13,"Blaze Alexander singles on a sharp line drive to center fielder Brandon Marsh.","R","R","L","PHI","AZ","B",,,1,0,2024,"1.5","0.65","-0.84","1.4",,,,0,4,"Top",,,,,596117,,,-10.2274382506544,-135.18880994557716,-8.325061486296702,20.61620573456996,28.533277389184605,-22.50464009876305,"3.31","1.58",,,,"94",2141,"6.9",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.62",,,,,,,,25,2,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",120,"0","0.062",,
"SI","2024-06-23","94.2","1.93","6.31","Sánchez, Cristopher",677942,650911,,"ball",,,,,13,"Blaze Alexander singles on a sharp line drive to center fielder Brandon Marsh.","R","R","L","PHI","AZ","B",,,0,0,2024,"1.42","0.67","-0.96","2.18",,,,0,4,"Top",,,,,596117,,,-10.764176060617622,-136.58936941875027,-6.515394855095634,20.28942767403689,32.55127408034262,-22.390433598632963,"3.36","1.53",,,,"94.6",2197,"6.9",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.59",,,,,,,,25,1,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",119,"0","0.034",,
"CH","2024-06-23","85.1","1.93","6.26","Sánchez, Cristopher",606466,650911,"field_out","hit_into_play",,,,,14,"Ketel Marte lines out to third baseman Alec Bohm.","R","R","L","PHI","AZ","X",5,"line_drive",2,2,2024,"1.53","0.21","0.17","1.03",,,,2,3,"Top",101.74,161.37,,,596117,,,-7.280589643401104,-123.66886207470483,-6.433119227075749,17.144558230733892,25.135534529244236,-28.861688966274627,"3.68","1.69",155,"83.6",12,"86.1",2017,"7",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.48",0.589,0.553,"0",1,0,0,4,19,6,"Changeup",1,0,0,1,0,1,0,1,"Standard","Standard",110,"0.012","-0.084","74.70948","8.64794"
"SL","2024-06-23","85","1.9","6.29","Sánchez, Cristopher",606466,650911,,"ball",,,,,13,"Ketel Marte lines out to third baseman Alec Bohm.","R","R","L","PHI","AZ","B",,,1,2,2024,"-0.05","-0.2","-1.38","1.43",,,,2,3,"Top",,,,,596117,,,-7.67876379883899,-123.60721621891773,-4.680475686587327,1.0274807220551638,24.944899270611206,-33.488215273224995,"3.72","1.76",,,,"86",2030,"7",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.53",,,,,,,,19,5,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",307,"0","0.015",,
"CH","2024-06-23","85.6","1.81","6.4","Sánchez, Cristopher",606466,650911,,"ball",,,,,13,"Ketel Marte lines out to third baseman Alec Bohm.","R","R","L","PHI","AZ","B",,,0,2,2024,"1.42","0.29","-0.53","1.33",,,,2,3,"Top",,,,,596117,,,-8.51324237416354,-124.33234806644299,-6.323759982637576,16.42384533727419,24.59629735517742,-28.110791521303813,"3.72","1.73",,,,"86.8",1929,"7.1",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.39",,,,,,,,19,4,"Changeup",1,0,0,1,0,1,0,1,"Standard","Standard",113,"0","0.009",,
"CH","2024-06-23","83.5","2","6.19","Sánchez, Cristopher",606466,650911,,"foul",,,,,12,"Ketel Marte lines out to third baseman Alec Bohm.","R","R","L","PHI","AZ","S",,,0,2,2024,"1.43","-0.03","1.24","2.71",,,,2,3,"Top",,,,,596117,,,-4.599041614487034,-121.57719860421903,-1.513809391340258,15.05414495553664,23.74594159215132,-32.42613765223605,"3.68","1.69",,,,"84.5",2088,"6.9",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.58",,,,,,,,19,3,"Changeup",1,0,0,1,0,1,0,1,"Standard","Standard",110,"0","0","77.23265","8.07423"
"CH","2024-06-23","85","2.01","6.24","Sánchez, Cristopher",606466,650911,,"foul",,,,,8,"Ketel Marte lines out to third baseman Alec Bohm.","R","R","L","PHI","AZ","S",,,0,1,2024,"1.68","0.15","0","1.69",,,,2,3,"Top",,,,,596117,,,-8.19114235337357,-123.43291506847505,-4.639485517596593,18.862572299645432,25.48924074093876,-29.882596482890115,"3.68","1.69",4,"43.8",-24,"85.9",2089,"7.1",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.41",,,,,,,,19,2,"Changeup",1,0,0,1,0,1,0,1,"Standard","Standard",108,"0","-0.022","74.70836","9.01628"
"SL","2024-06-23","83.7","1.79","6.32","Sánchez, Cristopher",606466,650911,,"foul",,,,,8,"Ketel Marte lines out to third baseman Alec Bohm.","R","R","L","PHI","AZ","S",,,0,0,2024,"-0.08","-0.11","-0.25","2.01",,,,2,3,"Top",,,,,596117,,,-4.592106250002316,-121.83038883346842,-3.3044077779645082,0.141031750100423,25.477087483260213,-32.74546341933009,"3.68","1.69",3,"73.4",-35,"84.5",1891,"6.9",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.58",,,,,,,,19,1,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",331,"0","-0.016","76.59164","8.28019"
"CH","2024-06-23","84.9","2.02","6.13","Sánchez, Cristopher",645444,650911,"strikeout","swinging_strike",,,,,7,"Jose Herrera strikes out swinging.","R","R","L","PHI","AZ","S",2,,2,2,2024,"1.58","0.06","-0.3","1.51",,,,1,3,"Top",,,,,596117,,,-8.698022493549201,-123.19834793503412,-4.582602867964836,17.840436719544094,25.713811207239278,-30.80603435928519,"3.16","1.41",,,,"85.7",2089,"7.1",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.43",,0,"0",1,0,0,,18,5,"Changeup",1,0,0,1,0,1,0,1,"Standard","Standard",112,"0.018","-0.142",,
"SI","2024-06-23","95.3","1.77","6.34","Sánchez, Cristopher",645444,650911,,"ball",,,,,13,"Jose Herrera strikes out swinging.","R","R","L","PHI","AZ","B",,,1,2,2024,"1.51","0.69","-1.35","0.78",,,,1,3,"Top",,,,,596117,,,-11.719975000177481,-137.99726915149614,-10.581158896468878,21.923404897856276,30.3265132559495,-21.08262950856027,"3.21","1.48",,,,"96.2",2169,"7.1",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.43",,,,,,,,18,4,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",121,"0","0.027",,
"CH","2024-06-23","84.4","1.89","6.25","Sánchez, Cristopher",645444,650911,,"foul",,,,,5,"Jose Herrera strikes out swinging.","R","R","L","PHI","AZ","S",,,1,1,2024,"1.46","0.09","-0.06","2.31",,,,1,3,"Top",,,,,596117,,,-7.528029450464745,-122.7016061907927,-3.0192425528836777,16.271204628197204,23.290483293005543,-30.87295166415096,"3.16","1.41",0,"54.8",-79,"85.5",1823,"7",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.54",,,,,,,,18,3,"Changeup",1,0,0,1,0,1,0,1,"Standard","Standard",107,"0","-0.039",,
"SI","2024-06-23","94.8","2.02","6.37","Sánchez, Cristopher",645444,650911,,"ball",,,,,12,"Jose Herrera strikes out swinging.","R","R","L","PHI","AZ","B",,,0,1,2024,"1.51","0.78","1.88","2.57",,,,1,3,"Top",,,,,596117,,,-3.8079860133636716,-137.98353273497068,-6.0840017796430175,20.210489732133443,30.191497086797067,-21.042456523462246,"3.26","1.46",,,,"95.9",2120,"6.9",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.63",,,,,,,,18,2,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",122,"0","0.015",,
"SI","2024-06-23","94","1.9","6.38","Sánchez, Cristopher",645444,650911,,"called_strike",,,,,8,"Jose Herrera strikes out swinging.","R","R","L","PHI","AZ","S",,,0,0,2024,"1.47","0.91","-0.01","1.75",,,,1,3,"Top",,,,,596117,,,-8.317384005347604,-136.49869776164402,-8.390536876458485,20.167377804313322,29.225604826789887,-19.144553463013327,"3.26","1.43",,,,"95.3",2128,"7.1",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.41",,,,,,,,18,1,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",121,"0","-0.023",,
"SI","2024-06-23","92.4","1.98","6.4","Sánchez, Cristopher",621028,650911,"field_out","hit_into_play",,,,,8,"Kevin Newman flies out to right fielder Nick Castellanos.","R","R","L","PHI","AZ","X",9,"fly_ball",1,0,2024,"1.4","0.92","-0.03","1.4",,,,0,3,"Top",183.56,72,,,596117,,,-8.25698846173757,-134.09927912735387,-9.005860329797192,18.687267810189205,27.58697397919075,-19.354761647956696,"3.15","1.48",345,"91",30,"93.5",2081,"7",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.55",0.069,0.103,"0",1,0,0,3,17,2,"Sinker",1,0,0,1,0,1,0,1,"Strategic","Standard",125,"0.026","-0.262","66.47608","7.25297"
"SL","2024-06-23","81.7","1.76","6.3","Sánchez, Cristopher",621028,650911,,"ball",,,,,13,"Kevin Newman flies out to right fielder Nick Castellanos.","R","R","L","PHI","AZ","B",,,0,0,2024,"0.06","-0.28","-2.56","1.63",,,,0,3,"Top",,,,,596117,,,-9.938871383577997,-118.45262971287657,-3.274587027391603,2.671628758219508,25.58659473770971,-34.32542272675502,"3.11","1.56",,,,"82",1855,"7",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.53",,,,,,,,17,1,"Slider",1,0,0,1,0,1,0,1,"Strategic","Standard",321,"0","0.034",,
"CH","2024-06-23","85.1","2.08","6.26","Sánchez, Cristopher",553993,650911,"grounded_into_double_play","hit_into_play",,,,,14,"Eugenio Suárez grounds into a double play, third baseman Alec Bohm to second baseman Bryson Stott to first baseman Bryce Harper.   Randal Grichuk out at 2nd.    Eugenio Suárez out at 1st.","R","R","L","PHI","AZ","X",5,"ground_ball",1,2,2024,"1.61","0.21","0.29","1.19",,,545341,1,2,"Top",104.79,165.95,,,596117,,,-7.557949659090175,-123.58044871043646,-6.045951821046817,18.037149779469768,25.334454242891788,-28.958375064477796,"3.55","1.59",32,"66.4",1,"86.3",2062,"7.2",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.28",0.114,0.101,"0",1,0,0,2,10,4,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",110,"0.053","-0.288","52.1706","8.95411"
"CH","2024-06-23","85.4","1.92","6.27","Sánchez, Cristopher",553993,650911,,"ball",,,,,14,"Eugenio Suárez grounds into a double play, third baseman Alec Bohm to second baseman Bryson Stott to first baseman Bryce Harper.   Randal Grichuk out at 2nd.    Eugenio Suárez out at 1st.","R","R","L","PHI","AZ","B",,,0,2,2024,"1.54","-0.11","2.2","1.87",,,545341,1,2,"Top",,,,,596117,,,-2.476508897307536,-124.3383343705956,-3.8626963728326054,16.427402999663183,25.651980949601917,-32.78267102630929,"3.47","1.58",,,,"86.5",1683,"7",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.48",,,,,,,,10,3,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",104,"0","0.026",,
"SI","2024-06-23","94.4","1.78","6.34","Sánchez, Cristopher",553993,650911,,"called_strike",,,,,7,"Eugenio Suárez grounds into a double play, third baseman Alec Bohm to second baseman Bryson Stott to first baseman Bryce Harper.   Randal Grichuk out at 2nd.    Eugenio Suárez out at 1st.","R","R","L","PHI","AZ","S",,,0,1,2024,"1.57","0.49","-0.54","2.23",,,545341,1,2,"Top",,,,,596117,,,-9.661088268593785,-137.11200384001114,-6.1558016919435286,21.932207061782425,30.364514271798168,-24.806129938758215,"3.62","1.66",,,,"95.6",2132,"7.1",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.42",,,,,,,,10,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",122,"0","-0.061",,
"SI","2024-06-23","92.7","1.82","6.38","Sánchez, Cristopher",553993,650911,,"foul",,,,,6,"Eugenio Suárez grounds into a double play, third baseman Alec Bohm to second baseman Bryson Stott to first baseman Bryce Harper.   Randal Grichuk out at 2nd.    Eugenio Suárez out at 1st.","R","R","L","PHI","AZ","S",,,0,0,2024,"1.42","0.68","0.44","2.55",,,545341,1,2,"Top",,,,,596117,,,-6.759455363670541,-134.8135938663891,-5.539931037890742,18.83490109845784,29.445899615015886,-22.79500587979508,"3.55","1.59",240,"86.9",56,"94.1",2062,"7.1",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.36",,,,,,,,10,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",120,"0","-0.047","77.07769","7.89503"
"CH","2024-06-23","84.4","2.09","6.29","Sánchez, Cristopher",664983,650911,"strikeout","foul_tip",,,,,14,"Jake McCarthy strikes out on a foul tip.","R","L","L","PHI","AZ","S",2,,0,2,2024,"1.55","0.31","0.32","1.39",,,545341,0,2,"Top",,,,,596117,,,-7.326791289399495,-122.5444864531212,-5.68686762687315,17.072149556821103,24.905826365216218,-28.081550849154414,"3.4","1.6",,,,"85.5",1963,"7.2",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.34",,0,"0",1,0,0,,9,4,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",107,"0.035","-0.225","67.06471","7.93182"
"CH","2024-06-23","84.6","1.98","6.26","Sánchez, Cristopher",664983,650911,,"foul",,,,,9,"Jake McCarthy strikes out on a foul tip.","R","L","L","PHI","AZ","S",,,0,2,2024,"1.41","0.2","0.44","2.13",,,545341,0,2,"Top",,,,,596117,,,-6.498886319571021,-123.12889616094316,-3.7593884490290885,15.600203362135119,23.255094908410925,-29.612503512374193,"3.4","1.6",2,"60.4",-44,"86",1863,"7.1",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.42",,,,,,,,9,3,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",110,"0","0","65.94309","7.17764"
"SI","2024-06-23","94","1.86","6.34","Sánchez, Cristopher",664983,650911,,"foul",,,,,9,"Jake McCarthy strikes out on a foul tip.","R","L","L","PHI","AZ","S",,,0,1,2024,"1.42","0.61","0.72","1.56",,,545341,0,2,"Top",,,,,596117,,,-6.171357263459855,-136.57935817095327,-8.079221748181638,19.14514262289543,31.274558819285183,-22.855155727902897,"3.4","1.6",,,,"94.9",2146,"7",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.49",,,,,,,,9,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",120,"0","-0.073","68.17177","6.82439"
"SI","2024-06-23","92.7","1.81","6.4","Sánchez, Cristopher",664983,650911,,"called_strike",,,,,1,"Jake McCarthy strikes out on a foul tip.","R","L","L","PHI","AZ","S",,,0,0,2024,"1.27","0.72","-0.63","3.05",,,545341,0,2,"Top",,,,,596117,,,-9.114847071730589,-134.6734752919775,-4.335407066282591,17.462265069248144,30.198695837802426,-22.69352878562534,"3.4","1.58",,,,"93.5",2136,"6.9",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.56",,,,,,,,9,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",122,"0","-0.063",,
"CH","2024-06-23","85.3","2.1","6.23","Sánchez, Cristopher",545341,650911,"single","hit_into_play",,,,,9,"Randal Grichuk singles on a ground ball to left fielder David Dahl.","R","R","L","PHI","AZ","X",7,"ground_ball",0,1,2024,"1.51","0.22","0.3","1.44",,,,0,2,"Top",66.69,106.91,,,596117,,,-7.359016248486171,-123.9385074412143,-5.423947573301778,17.009280130041454,26.003286688932292,-28.93563976664651,"3.21","1.49",100,"99.3",6,"86.1",2235,"7",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.51",0.586,0.528,"0.9",1,1,0,4,8,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",112,"-0.038","0.435","76.11893","8.26729"
"SI","2024-06-23","92.8","1.84","6.41","Sánchez, Cristopher",545341,650911,,"called_strike",,,,,8,"Randal Grichuk singles on a ground ball to left fielder David Dahl.","R","R","L","PHI","AZ","S",,,0,0,2024,"1.35","0.71","0.07","1.96",,,,0,2,"Top",,,,,596117,,,-7.570143159835504,-134.82313367712604,-7.172713593175382,18.145835581093277,30.022068082162708,-22.131772766993468,"3.24","1.53",,,,"93.6",2248,"6.9",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.57",,,,,,,,8,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",122,"0","-0.033",,
"SI","2024-06-23","93.5","1.86","6.34","Sánchez, Cristopher",572233,650911,"field_out","hit_into_play",,,,,8,"Christian Walker flies out sharply to center fielder Brandon Marsh.","R","R","L","PHI","AZ","X",8,"fly_ball",3,1,2024,"1.26","0.54","0.24","2.08",,,666971,2,1,"Top",168.59,48.65,,,596117,,,-7.066976123076094,-135.85674168658346,-6.481129014931557,17.120487854442054,29.633104552427064,-24.228321692426064,"3.47","1.56",385,"101",35,"94.7",2180,"7.1",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.45",0.414,0.828,"0",1,0,0,5,4,5,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",122,"0.022","-0.324","80.3257","7.76576"
"SI","2024-06-23","94.1","1.75","6.31","Sánchez, Cristopher",572233,650911,,"ball",,,,,13,"Christian Walker flies out sharply to center fielder Brandon Marsh.","R","R","L","PHI","AZ","B",,,2,1,2024,"1.27","0.66","-1.54","2.3",,,666971,2,1,"Top",,,,,596117,,,-11.486032489670851,-136.45791701703538,-6.191347277831278,18.42261295892915,29.76675765027155,-22.640520180377326,"3.39","1.53",,,,"95.1",2204,"7",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.46",,,,,,,,4,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",120,"0","0.066",,
"SI","2024-06-23","93.5","1.81","6.37","Sánchez, Cristopher",572233,650911,,"foul",,,,,2,"Christian Walker flies out sharply to center fielder Brandon Marsh.","R","R","L","PHI","AZ","S",,,2,0,2024,"1.28","0.76","0.25","3",,,666971,2,1,"Top",,,,,596117,,,-6.933369118337014,-135.85398414518585,-4.623347891662184,17.44032198057329,31.47194482136729,-21.915178502343622,"3.47","1.56",214,"76.9",52,"94.4",2025,"7",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.5",,,,,,,,4,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",118,"0","-0.04","72.16413","6.77489"
"SI","2024-06-23","93.2","1.86","6.32","Sánchez, Cristopher",572233,650911,,"ball",,,,,12,"Christian Walker flies out sharply to center fielder Brandon Marsh.","R","R","L","PHI","AZ","B",,,1,0,2024,"1.28","0.66","0.92","3.15",,,666971,2,1,"Top",,,,,596117,,,-5.290640707315926,-135.68157012884723,-3.8864176650567885,16.93527852659163,29.550924495959467,-23.373085034482703,"3.47","1.56",,,,"94.5",1996,"7",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.46",,,,,,,,4,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",118,"0","0.042",,
"CH","2024-06-23","84.3","1.95","6.21","Sánchez, Cristopher",572233,650911,,"ball",,,,,12,"Christian Walker flies out sharply to center fielder Brandon Marsh.","R","R","L","PHI","AZ","B",,,0,0,2024,"1.44","-0.05","1.23","3.36",,,666971,2,1,"Top",,,,,596117,,,-4.605613837846414,-122.65018650689626,-0.11422323280790025,15.48880016772022,25.142471819985236,-32.88901917565636,"3.47","1.58",,,,"85.5",1787,"7.1",745566,650911,596117,547180,681082,664761,607208,621311,669016,592206,"53.36",,,,,,,,4,1,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",106,"0","0.028",,
